"count";"username";"datetime";"text"
"1";"m.v.k";"21:25:50 19-12-2020";"@elii8888 😘😘"
"2";"m.v.k";"21:25:55 19-12-2020";"@elhamioon 😘😘"
"3";"maryam76425";"21:25:57 19-12-2020";"@hooman.gh75 روزمون مبارک عزیزم❤️🥰"
"4";"m.v.k";"21:25:59 19-12-2020";"@azarakhshsalariyeh 😍😍"
"5";"_tahabaseri";"21:26:03 19-12-2020";"😍"
"6";"m.v.k";"21:26:06 19-12-2020";"@moonlight8058 😘😘😘"
"7";"mrs.khalooei.bmi";"21:26:16 19-12-2020";"@khalouee 🌹 تو روزای سخت مهربون بودن سخته اما تو همیشه مهربونی"
"8";"m.v.k";"21:26:18 19-12-2020";"@m.v.k 😍😍"
"9";"mostafahaji91";"21:26:48 19-12-2020";"@beshel1347"
"10";"maarab__";"21:27:08 19-12-2020";"روزتان مبارك🌹🌹🌹"
"11";"shahrivar_mah_man";"21:27:19 19-12-2020";"هرجا باشن سالم وسالمت باشن💖"
"12";"shimakhodadad";"21:27:33 19-12-2020";"خدا حفظشون کنه برامون🙏😊😍🥰😘❤"
"13";"shimakhodadad";"21:27:42 19-12-2020";"@sarakhodada"
"14";"ramin.as98";"21:27:43 19-12-2020";"@mahsa_rm10"
"15";"shimakhodadad";"21:27:46 19-12-2020";"@niki87.2009"
"16";"setayesh____60";"21:27:53 19-12-2020";"😍😍😍😍😍😍"
"17";"shimakhodadad";"21:27:56 19-12-2020";"@parhizkarzahra"
"18";"setayesh____60";"21:27:56 19-12-2020";"👏"
"19";"shimakhodadad";"21:28:01 19-12-2020";"@khodadadasghar"
"20";"setayesh____60";"21:28:03 19-12-2020";"😍😍😍😍😍😍"
"21";"sydmhmdrdkhwyn_313";"21:28:03 19-12-2020";"#مدافعین_سلامت_خدا_قوت 💝🌹"
"22";"ahmadiii.l";"21:28:05 19-12-2020";"از صمیم قلب ازشون متشکریم 🌺🌺"
"23";"sana.cheraghzade";"21:28:07 19-12-2020";"سلامم جز اولین کامنت ها بودیم"
"24";"shimakhodadad";"21:28:09 19-12-2020";"@memo_sare"
"25";"f.rashvand2314";"21:28:11 19-12-2020";"@_fshzp"
"26";"ramin.as98";"21:28:16 19-12-2020";"@reza.khorsand.f"
"27";"f.rashvand2314";"21:28:19 19-12-2020";"@neda.usefiii"
"28";"sana.cheraghzade";"21:28:23 19-12-2020";"@fcheraghzade"
"29";"sydmhmdrdkhwyn_313";"21:28:23 19-12-2020";"#کادر_درمانی_قهرمانان_این_روزهای_ایران 💝🌹"
"30";"f.rashvand2314";"21:28:25 19-12-2020";"@maryam_mahgol54"
"31";"bahari6671";"21:28:26 19-12-2020";"خداهمیشه نگهدارتون باشه 😍😍سایتون مستدام بر سر خانوادتون 😘خدا قوت پرستار های عزیز یلداتون مبارک"
"32";"sana.cheraghzade";"21:28:27 19-12-2020";"@r.cheraghiii84"
"33";"sydmhmdrdkhwyn_313";"21:28:36 19-12-2020";"#پرستاران_پزشکان_قدردانتان_هستیم 💝🌹"
"34";"fmah214";"21:28:57 19-12-2020";"خدا امثال شما ها رو زیااااد کنه تو دنیا الهی❤️❤️❤️ @atefeh_moon"
"35";"sana.cheraghzade";"21:29:00 19-12-2020";"@sanaa.ne846"
"36";"maryam76425";"21:29:02 19-12-2020";"@maarab__ تشکر🙏🌷"
"37";"sana.cheraghzade";"21:29:04 19-12-2020";"@sara.aa660"
"38";"sana.cheraghzade";"21:29:08 19-12-2020";"@sssss.vts"
"39";"setayesh____60";"21:29:11 19-12-2020";"یعنی فقط پرستارا تگ کنیم"
"40";"sana.cheraghzade";"21:29:14 19-12-2020";"@miss__taranomm"
"41";"pv.kiarash";"21:29:18 19-12-2020";"پرستار جلوه ای از فرشته بر روی زمین است ❤️"
"42";"fmah214";"21:29:29 19-12-2020";"تنتون سالم ❤️❤️❤️"
"43";"fmah214";"21:29:33 19-12-2020";"@poisongirl35"
"44";"moonlight8058";"21:30:07 19-12-2020";"@m.v.k ❤️❤️"
"45";"mehdi.bayani1361";"21:30:07 19-12-2020";"زندگیمون را مدیون شماها هستیم روزتون مبارک آرامش جان ها 😍😍😍😍😍😍😍"
"46";"mehdi.bayani1361";"21:30:13 19-12-2020";"@nafasam_sp"
"47";"mehdi.bayani1361";"21:30:24 19-12-2020";"@z_a_r_e_h"
"48";"mehdi.bayani1361";"21:31:04 19-12-2020";"انشاالله همیشه سلامت وپایدار باشن 🌹🌹🌹😍😍😍😍"
"49";"jamileh_bagheri_";"21:31:17 19-12-2020";"بی منت کار می کنند الهی خدا بهشون تن سلامت بده🙏🏻"
"50";"man_soor2";"21:31:47 19-12-2020";"👏👏👏👏👏👏👏👏👏"
"51";"hamid0948202";"21:33:18 19-12-2020";"درود به شرفتان"
"52";"m0hamad.g1989";"21:33:35 19-12-2020";"پرستار یعنی از خود گذشتگی ،پرستار یعنی فداکاری ...همیشه سلامت باشن"
"53";"d_rauof10";"21:33:41 19-12-2020";"@popashpbsh"
"54";"milad.717";"21:34:08 19-12-2020";"@daanialkarimi"
"55";"mr_fard_mr";"21:34:10 19-12-2020";"@iam_marzi"
"56";"leilaaaaaaaaaa35";"21:34:25 19-12-2020";"آنگاه که دردمندی سلامت خود را بازیابد آنگاه که دستی به نشان شکر به آسمان بلند شود ملائک تو را می ستایند روز پرستار مبارک"
"57";"baharlotfiiii";"21:34:49 19-12-2020";"خدا قوت"
"58";"iranbanoo.nazarian";"21:34:52 19-12-2020";"شهلاخانم روزتون مبارک انشالا سلامت وموفق باشید دوستون دارم و همه کادر خوب درمان درپناه خدا باشند"
"59";"leilaaaaaaaaaa35";"21:35:01 19-12-2020";"خسته ای اما لبخند می زنی هنوز نگاهم به دستانت که نه به چشمان مهربان توست که نگران منی … منی که حتی نمی شناسی ام و همین حالم را بهتر می کند … روز پرستار مبارک"
"60";"m.v.k";"21:35:16 19-12-2020";"@janbazi_lale ♥️♥️"
"61";"atiyehyahyaee";"21:35:18 19-12-2020";"@fsamipoor روزت مبارک دخترم"
"62";"m.v.k";"21:35:21 19-12-2020";"@zahil1388 😘😘"
"63";"m.v.k";"21:35:26 19-12-2020";"@z.ghsemi 😘😘"
"64";"mr_fard_mr";"21:35:28 19-12-2020";"خداقوت تنتون سلامت ازتون متشكريم قهرمانان سلامت❤️❤️"
"65";"mahnazsafarpour";"21:35:30 19-12-2020";"الهی تنتون سلامت عمرتون جاودان باشه پرستاران فرشته های مهربون 🌹🌹"
"66";"boia91";"21:35:31 19-12-2020";"پرستاری عشقه. روزتان مبارک"
"67";"m.v.k";"21:35:43 19-12-2020";"@pa.risa9556 😍😍"
"68";"naazgolli";"21:35:56 19-12-2020";"عزیزای دل خدا قوت سلامت باشین انشالله"
"69";"jafari_narges_";"21:35:56 19-12-2020";"سلام من عاشق پرستاری وپرستارهاهستم وازته دل برای تک تک شماوخانواده محترمتون آرزوی سلامتی دارم باتمام وجودخسته نباشیدوتبریک عرض میکنم به امیدریشه کن شدن کرونادست همه شمارومیبوسم وبخدامیسپارمتون"
"70";"m.hamedanluo9";"21:35:57 19-12-2020";"از آسمان پرسیدم پرستار کیست ؟ گفت از من وسیع تر است"
"71";"sama.farhadiii1372";"21:36:01 19-12-2020";"@sssetaaree"
"72";"naazgolli";"21:36:03 19-12-2020";"@maryami__rj"
"73";"m.v.k";"21:36:03 19-12-2020";"@f.n.n1360 ♥️♥️"
"74";"davodmoradiiii";"21:36:05 19-12-2020";"@alay.3699"
"75";"borzoo_leila";"21:36:08 19-12-2020";"از پرستارا پرستاری کنید... #روز_پرستار"
"76";"naazgolli";"21:36:08 19-12-2020";"@fargol.rj"
"77";"naazgolli";"21:36:11 19-12-2020";"@leyli_rj"
"78";"m.v.k";"21:36:12 19-12-2020";"@ava___ramzani ♥️♥️"
"79";"naazgolli";"21:36:14 19-12-2020";"@jamil.akhtari"
"80";"sama.farhadiii1372";"21:36:17 19-12-2020";"@sara.mardaniii73 rozet mobarak"
"81";"mojtaba_bashiri_bmi";"21:36:24 19-12-2020";"مدیونتون هستیم. 🙏🏻❤️"
"82";"mojtaba121312";"21:36:24 19-12-2020";"ایشالله همیشه سالم و سلامت باشین💓"
"83";"m.v.k";"21:36:42 19-12-2020";"@faezeh.mohamedi ♥️♥️"
"84";"bmiteller2017";"21:36:48 19-12-2020";"خدا پشت و پناهت ای باغبان گل‌های پژمُرده و شاخه‌های شکسته؛ ای اسوه نیکوکاری، ای پرستار 🌹"
"85";"mohammadreza_sabetnia";"21:36:48 19-12-2020";"دست همه تون رامی بوسیم و به احترامتان تعظیم می کنیم"
"86";"mohsennabavi123456";"21:36:50 19-12-2020";"مدافعان سلامت خدا قوت روزتان مبارک"
"87";"_pega_h";"21:36:54 19-12-2020";"خسته نباشید فرشته هایه زمینی😘😘"
"88";"m.v.k";"21:36:55 19-12-2020";"@h.tavakoli.59 😍😍"
"89";"berenj_moslemi";"21:36:59 19-12-2020";"🙏"
"90";"m.v.k";"21:37:13 19-12-2020";"@f.m6297 ♥️♥️"
"91";"m.v.k";"21:37:36 19-12-2020";"@2109zahra 😍😍"
"92";"saeid.hafezinia";"21:37:44 19-12-2020";"ممنون که هستین.خسته نباشید.امیدوارم همیشه سالم و سرزنده باشید🌻🌻"
"93";"m.v.k";"21:37:50 19-12-2020";"@zahra_kamali64 😍😍"
"94";"elhampaziresh92";"21:38:16 19-12-2020";"ممنون 🙏🙏🙏"
"95";"maya.jooj";"21:38:20 19-12-2020";"از پرستاران حفاظت کنید💜💜💜💜"
"96";"lotfi_hamid_";"21:38:20 19-12-2020";"با رعایت پروتکل های بهداشتی قدردان زحمت های شما هستیم. مرسی که هستین@masoud.mehranpour"
"97";"marzii6910";"21:38:23 19-12-2020";"تنت سلامت ❤️ @nahid13701582"
"98";"solmaz_poorfahim1369";"21:38:34 19-12-2020";"@solmaz.poorfahim"
"99";"shaheeshghorg";"21:38:36 19-12-2020";"با یه شیلد ساده ویه ماسک معمولی دورهمی شب یلدا برین کمتر احتمال کرونا گرفتن هست دکتر جان یه مقدار خواهشا فیلم های دکترهای خاروپا وامریکارو نگاه کنین وسایل حفاظتی اونارو ببینین شاید بتونین از خودتون مراقبتذکنین"
"100";"maya.jooj";"21:38:37 19-12-2020";"@parisa.sbr"
"101";"maya.jooj";"21:38:42 19-12-2020";"@nasrin.fakhraei"
"102";"maya.jooj";"21:38:47 19-12-2020";"@mandala.shz"
"103";"iman_alavi1360";"21:38:51 19-12-2020";"خسته نباشی ای پرستار! گرچه می‌دانم خستگی را خسته کرده‌ای بس که از خودت مایه می‌گذاری تا مبادا شرمسار خانوده‌ای شوی👌👌روزت مبارک.. Happy Nurse’s Day"
"104";"_sogand_em";"21:39:03 19-12-2020";"خدا پشت پناهتون سلامت باشید"
"105";"davodmoradiiii";"21:39:16 19-12-2020";"خدا حفظتون کنه سلامت باشید. ❤️❤️❤️❤️❤️"
"106";"m_r_agazadeh";"21:39:26 19-12-2020";"مدافعان سلامت خسته نباشید و روزتان مبارک و اجرتان با خدا 💐💐"
"107";"goll.bahar.n";"21:39:39 19-12-2020";"از اینکه در سخت ترین روزهای مردم، به این خوبی از آنها مراقبت میکنید از شما متشکریم، سپاسگزار خدمات بی قید و شرط و صبر شما هستیم.آرزو میکنیم تمامی مهربانی و مراقبتی که به دیگران عرضه میکنید به قلب های پر مهرتان برگردد.😍"
"108";"esmaeili41533618";"21:39:40 19-12-2020";"روز پرستاربر تمام پرستاران مبارک"
"109";"jalilian1307";"21:40:08 19-12-2020";"مهربانی به وسعت دریا"
"110";"parinaz9024";"21:40:13 19-12-2020";"قدران زحمتایه بی اندازتون هستیم"
"111";"2109zahra";"21:40:15 19-12-2020";"@m.v.k 😘😘😘😘"
"112";"parinaz9024";"21:40:20 19-12-2020";"😍😍عشقاابهترینید"
"113";"parinaz9024";"21:40:25 19-12-2020";"قدران زحمتایه بی اندازتون هستیم بهترینا"
"114";"ahmadjafari349";"21:40:39 19-12-2020";"خداقوت به همکاران پرستار"
"115";"negari_beauty_";"21:40:40 19-12-2020";"خسته نباشید دلاوران 😍"
"116";"bano.seyedeh";"21:40:51 19-12-2020";"قدران زحمتایه بی اندازتون هستیم 💟💟"
"117";"zohreh989898_m";"21:40:51 19-12-2020";"خدا قوت،تنتون سالم"
"118";"bano.seyedeh";"21:40:54 19-12-2020";"بهترینید"
"119";"bano.seyedeh";"21:40:57 19-12-2020";"دوس داشتنیاا"
"120";"bano.seyedeh";"21:41:01 19-12-2020";"بی نظیرین"
"121";"bano.seyedeh";"21:41:08 19-12-2020";"عالی ترینید"
"122";"bano.seyedeh";"21:41:09 19-12-2020";"قدران زحمتایه بی اندازتون هستیم"
"123";"ms34210007";"21:41:20 19-12-2020";"💙"
"124";"nyshtymn_ar.shd_g";"21:41:25 19-12-2020";"مرسی کە شما بیدارین تا ما باآرامش در خونە باشیم...❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
"125";"katayoon2677";"21:41:25 19-12-2020";"روز پرستار بر شما جان برکفان مبارک باد به امید روزها بدون کرونا"
"126";"bano.seyedeh";"21:41:29 19-12-2020";"دوس داشتنیا"
"127";"darya.aftab6";"21:41:35 19-12-2020";"خدا قوت کادر درمان❤️🌺🌺🌺روزت مبارک قهرمان"
"128";"afsaneh.f3550";"21:41:36 19-12-2020";"سلامتی ایران و ایرانیانمان را مدیون شماییم که بی دریغانه به خدمت پرداختید دستتان را میبوسم و خسته نباشید می گویم، تنتان سالم عمرتان با عزت و روزتان مبارکسلامتی ایران و ایرانیانمان را مدیون شماییم که بی دریغانه به خدمت پرداختید دستتان را میبوسم و خسته نباشید می گویم، تنتان سالم عمرتان با عزت و روزتان مبارک هرجا شماهستید زندگی هم همانجاست روزگارتان نیک🌹🌹🌹🌹🌹 #بانک_ملی_ایران"
"129";"reza_shirshah99";"21:41:42 19-12-2020";"@bayat.homeyra.nu روزتون مبارک فرشته های زمینی امیدوارم بتونیم یه روز زحماتتون رو جبران کنیم❤️❤️❤️"
"130";"alexlazzarr";"21:41:44 19-12-2020";"#پرستار ممنونیم"
"131";"m.parisa1400";"21:41:49 19-12-2020";"روز پرستار، روز جاری عاطفه ها، روز درخشیدن ایمان در قلب های مهربان روز افتخار انسان به انسانیت گرامی باد."
"132";"mahdokht208";"21:41:51 19-12-2020";"قدران زحمتایه بی اندازتون هستیم"
"133";"mahdokht208";"21:41:54 19-12-2020";"عشقین😍😍"
"134";"mahshid_alipo0r";"21:41:55 19-12-2020";"👏👏👏"
"135";"mahdokht208";"21:41:57 19-12-2020";"دوس داشتنیااا"
"136";"hosna___h94";"21:42:00 19-12-2020";"خدا قوت فرشته های روی زمین 🌹🌹🌹"
"137";"mahdokht208";"21:42:05 19-12-2020";"خدا پشتو پناهتون همیشه"
"138";"mahdokht208";"21:42:09 19-12-2020";"بهترینید"
"139";"roze_1397_";"21:42:09 19-12-2020";"خداحافظ ونگهدارتون کادر درمان🧡🧡🧡🧡🙏🙏🙏🙏روز پرستار بر پرستاران عزیز به خصوص پرستاران بیمارستان بانک ملی مبارک🌹🌹🌹🌹🌹"
"140";"mahbobeh_hoseinkhani";"21:42:38 19-12-2020";"واقعا برای اون دو هفته ای که هر روز تلفنی، حال من و چک میکردن هیچ جمله ای نمیشه گفت جز اینکه: مدیونتونم، مدیون خوبی هاتون، مدیون تعهدتون، مدیون صبر و حوصلتون، مدیون لحن گرم و آرامش دهندتون و در نهایت مدیون قلب سرشار از عشق به کار و مریضاتون. تا دنیا دنیاست امثال شما لایق ستایش هستید ‌‌. از خدای مهربون طلب سلامتی و خیر و برکت دارم براتون و دوستتون دارم 💞💞🌹🌹"
"141";"hasti__68686_";"21:42:39 19-12-2020";"@haniiyeh_milad روزت مبارک دوست عزیزم"
"142";"fateme.azari65";"21:42:40 19-12-2020";"روزتون مبارک،تنتون سلامت💖🌹"
"143";"abaani.sama";"21:42:48 19-12-2020";"🌹پرستارای عزیز خدا قوت🌹سلامت باشین همیشه"
"144";"zhalebakhtiyar";"21:43:05 19-12-2020";"تنتون همیشه سالم"
"145";"b.mosania";"21:43:06 19-12-2020";"بدون هیچ دلیلی .خسته نباشد. پاداش واقعی را خدا خواهد داد........🤗😔❤️👍"
"146";"hasti__68686_";"21:43:16 19-12-2020";"@niloofareabi55 روزتون مبارک ❤️"
"147";"shahla_shakeri47";"21:43:34 19-12-2020";"وقتی عشق ومهارت رادرکنارهم قرار می‌دهی هرروز انتظار یک معجزه راداشته باش روزت مبارک"
"148";"artin_lotfi90";"21:43:46 19-12-2020";"قدردان زحمت های شما هستیم@masoud.mehranpour"
"149";"chashm.asmani";"21:43:51 19-12-2020";"خداقوت میگم به تک تک پرستارهای عزیز که با دل وجان برای سلامت ما وخانواده بزرگ ایرانی از جونشون مایع گذاشتن و میزارن و ما رو تنها نگذاشتن تویی بدترین شرایط بیماری پس بهتر ما هم با رعایت کردن و کم کردن رفت و امدها کمکی کنیم به این عزیزان خداقوت 💗💗💗💗فرشته های روی رمین 💗💗💗💗"
"150";"amin.sepehri96";"21:43:58 19-12-2020";"@fardad.haghighi1"
"151";"lyzyzy2106";"21:44:45 19-12-2020";"کارد درامان فرشته نجاتن یلدا مبارک خسته نباشید"
"152";"maskan_ak";"21:45:10 19-12-2020";"مهربانان وطن . تشکر از زحمات بی دریغ تون. خدا پشت و پناهتون...."
"153";"salahpouya77";"21:45:15 19-12-2020";"فرشتگان بی ادعا و گذشته ازجان روزتان مبارک"
"154";"marya.bhr70";"21:45:27 19-12-2020";"@esmaeilashna 😍😘"
"155";"mahsa.nasiri__";"21:46:18 19-12-2020";"اگر شما نبودین خیلی از ماها نبودیم، قدردان هستیم عزیزان قدرداااااان❤️تنتون سلامت🌿"
"156";"hassan__62";"21:46:18 19-12-2020";"@esmaeilashna پرستار نمونه ای که تو همین کلیپ دیده میشه"
"157";"mosi_kaalak";"21:46:59 19-12-2020";"تنتون سلامت"
"158";"mahtabrafat9";"21:47:00 19-12-2020";"خسته نباشید مدافعان سلامت و جان ملت ایران❤️❤️❤️❤️❤️❤️❤️❤️"
"159";"mosi_kaalak";"21:47:06 19-12-2020";"@parvin.shahmorad"
"160";"narsis.nrp";"21:47:13 19-12-2020";"@m.v.k"
"161";"dastsaz_helen";"21:47:32 19-12-2020";"قدران زحمتایه بی اندازتون هستیم😍😍"
"162";"narsis.nrp";"21:47:42 19-12-2020";"@moonlight8058"
"163";"sol.memari";"21:47:47 19-12-2020";"سلام من پرستارم .تک تک نگاه بیمارانم در ذهنم حک شده لبخند بیمارانم راحفظ کرده ام دردهایشان را از اعماق وجودم حس میکنم . وقتی بیمارم برایم دعا میکند خستگی از جانم پر میکشد .دوستتون دارم و تا آخرین لحظه عمرم در کنارتون هستم"
"164";"mahtabrafat9";"21:47:53 19-12-2020";"اجر کار شما کمتر از رزمندگان هشت سال دفاع مقدس نبوده و نیست❤️❤️❤️❤️"
"165";"maryamhoseinishekarabi";"21:47:56 19-12-2020";"پرستاری هنر نقاشی لبخند بر بوم دردهاست ........روز پرستارو به همه پرستاران عزیز تبریک میگم🌹🌹🌹🌹💜💜💜💜"
"166";"parisa.sbr";"21:48:05 19-12-2020";"فرشته های روی زمین روزتان مبارک💕اجرتون با خدا💕💕💕"
"167";"ms34210007";"21:48:07 19-12-2020";"سفیدپوشان صبور ،ایران قدردان شماست.💙👏"
"168";"nazaniein";"21:48:40 19-12-2020";"انشاالله تنی سالم دلی شاد پرستار عزیز روزت مبارک♥️🌹🌹♥️🌹🌹"
"169";"dokhtar.sogoli";"21:48:58 19-12-2020";"پرستاری، بالی است برای پرواز در آسمان رضایت خدا خوش به حالت که خداوند از تو راضی است روزت مبارک😍🌹"
"170";"farisanati";"21:49:01 19-12-2020";"مهمترین کاریک مادربرای فرزندش پرستاری اوست وقتی اسم پرستار میاید یاد مادرم می افتم"
"171";"ahmadi91sonya";"21:49:03 19-12-2020";"پرستاری نقاشی لبخند بر بوم دردهاست ❤️❤️"
"172";"s.mostafa_me";"21:49:04 19-12-2020";"پرستارهای عزیز خدا قوت خسته نباشید ما امسال قول میدیم با این که تلگرام فیلتر نت ظعیفه مثل لاک پشته از تو خونه یلدا را به همه آشناها تبریک میگیم فقط به خاطر شما"
"173";"maryam_shirzadi1390";"21:49:15 19-12-2020";"خدا قوت😍😍😍💪💪💪"
"174";"farahnaz.kahlani";"21:49:26 19-12-2020";"روز پرستار وشب یلدا برهمگی مبارک🌹🌹🌹"
"175";"nargessirjani";"21:49:27 19-12-2020";"آنگاه که دردمندی سلامت خودرا باز یابد آنگاه که دستی به نشان شکر به آسمان بلند شود ملائک تورا می‌ستایند روز پرستار برسفیران سلامت مبارک @raha1338"
"176";"davodmoradiiii";"21:49:27 19-12-2020";"خدا نگهدارتون باشه"
"177";"parvaneh_byt77";"21:49:28 19-12-2020";"تو در همه رنگ ها عشق را به من نشان دادی. تو به همه افراد اهمیت می دهی و به قوم یا مذهب شان هم توجه نمی‌کنی. دستان تو هیچ محدودیتی برای انجام دادن کار برای دیگران ندارد. امیدوارم بهترین چیزها برایت اتفاق بیفتد. روزت مبارک پرستار 💚💛☃️❄💫🌼🌼"
"178";"azamranaei";"21:49:55 19-12-2020";"واقعا هر شب که بر بستر بیماری باشی طولانی ترین شب است . صبح کردن این شبها فقط هنر پرستار است و بس."
"179";"lilioom1";"21:50:08 19-12-2020";"جهادتان مورد قبول حضرت حق. باشد که قدردان زحماتتان باشیم🌹🌹"
"180";"fateme_tavkoli";"21:50:17 19-12-2020";"خداقوت❤️"
"181";"hojattiman";"21:50:24 19-12-2020";"❤️❤️❤️❤️ مدافعین سلامت خدا پشت و پناهتان❤️❤️❤️❤️"
"182";"behnaam_asgaari";"21:50:25 19-12-2020";"واقعا خسته نباشید اسطوره ها ❤️"
"183";"mostafa_4357";"21:50:44 19-12-2020";"مدافعین سلامت 💖"
"184";"shia.s.h";"21:50:48 19-12-2020";"@___s.a.m.a.__ ❤️❤️"
"185";"shia.s.h";"21:50:54 19-12-2020";"@springly_mah ❤️❤️"
"186";"marmar_g1225";"21:51:07 19-12-2020";"@mehrollah_gorgich روزت مبارک"
"187";"mahamaihami";"21:51:15 19-12-2020";"@sh.mohammadian_1991"
"188";"mahamaihami";"21:51:24 19-12-2020";"@sahar.sharifi0054"
"189";"mahamaihami";"21:51:29 19-12-2020";"@shiva17969"
"190";"mahamaihami";"21:51:37 19-12-2020";"@atrinsharifi56"
"191";"milad_kazemiiiiiii";"21:51:53 19-12-2020";"ای فرشته گان فداکار تاریخ مهربانی هایتان را فراموش نخواهد کرد"
"192";"mahamaihami";"21:52:16 19-12-2020";"روزتون مبارک پرستاران عزیز"
"193";"smyh6262";"21:52:21 19-12-2020";"فرشتگان زمینی روزتان مبارک ...ما با خانه ماندنمان یاریتان میکنیم 💖💖💖💖💖💖"
"194";"marmar_g1225";"21:52:41 19-12-2020";"@nooshingorgich7 روزت مبارک"
"195";"m_soleimani_1964";"21:52:58 19-12-2020";"سلام پرستارهای محترم بانک ملی روزتون مبارک من برای عمل قلب بستری بودم و شاهد زحمات بیدریغ شما عزیزان بودم خانمهاعارفی و محمدی و دو خانم محترم دیگه که متاسفانه اسمشان رو حضور ذهن ندارم واقعا متشکرم با اینکه تشکر جوابگوی زحمات شما نیست ولی هرگز زحمات شما فراموش نمیشه"
"196";"yalameh1656";"21:53:22 19-12-2020";"شب یلدارا به تمامی سفید پوشان جامعه سلامت تبریک عرض مینمایم❤️❤️"
"197";"elahe_peyvandeh";"21:53:26 19-12-2020";"من خودم تو کادر درمان کار میکنم این یکسال هرشب برای کادر درمان شب یلدا بود یه کاری کنیم حداقل اونا هم بتونن از مناسبت ها به جاش استفاده کنن بهترین هدیه به کادر درمان جمع نشدن کنار همه.یلداتون در پناه خدا🌺"
"198";"shv_rouhi";"21:53:26 19-12-2020";"@somyyyy8"
"199";"shv_rouhi";"21:53:29 19-12-2020";"@fati981313"
"200";"shv_rouhi";"21:53:33 19-12-2020";"@hamed_negar"
"201";"shv_rouhi";"21:53:37 19-12-2020";"@khorshidi1200kh"
"202";"m_soleimani_1964";"21:53:40 19-12-2020";"🌸🌸🌸🌸🌸🌸🌸🌸"
"203";"mohamad_dinari1991";"21:53:50 19-12-2020";"@mohamad_dinari1991"
"204";"tawan.naseri";"21:53:53 19-12-2020";"روزتون مبارک و تنتون سلامت"
"205";"shoh.rreh";"21:53:56 19-12-2020";"قهرمانان بی ادعا روزتون مبارک❤️"
"206";"shv_rouhi";"21:53:58 19-12-2020";"@maryamaneh10"
"207";"shv_rouhi";"21:54:01 19-12-2020";"@maryam1232h"
"208";"shv_rouhi";"21:54:03 19-12-2020";"@yasnaa139805"
"209";"shv_rouhi";"21:54:06 19-12-2020";"@yasna_4565"
"210";"shokufe.1371";"21:54:07 19-12-2020";"ما امروز وجود شما و تمامی فداکاری هایتان را که برای تسکین درد و مراقبت از بیمار انجام میدهید را گرامی میداریم . روزتون مبارک فرشته های زمینی"
"211";"shv_rouhi";"21:54:10 19-12-2020";"@goleyas146"
"212";"shv_rouhi";"21:54:14 19-12-2020";"@hamed_negar"
"213";"shv_rouhi";"21:54:17 19-12-2020";"@ma009700"
"214";"30.862445";"21:54:20 19-12-2020";"ش"
"215";"hadi_hp7";"21:54:23 19-12-2020";"دست خدا 👌👌"
"216";"shv_rouhi";"21:54:31 19-12-2020";"@roya_elahi72"
"217";"maryam.asgharzadeh1393";"21:54:33 19-12-2020";"@orsela_fayaz استوارترین ستاره های زمینی روزتان گلباران... خدا قوت مدافعان سلامت... 🌹🌹🌹"
"218";"shv_rouhi";"21:54:37 19-12-2020";"@somaye24290"
"219";"shv_rouhi";"21:54:39 19-12-2020";"@fateme13691372"
"220";"shv_rouhi";"21:54:45 19-12-2020";"@khorshid_915"
"221";"hasti_esmatkhah";"21:55:04 19-12-2020";"Kalmat az byan ghasran az zahmate binahayateton mamnonam msle yk madar balay sare mariga bodin az khabo khorakton zadin az khodeton zadin vase salamati mihan paynde bashid khoda ghovat👩‍⚕️💐"
"222";"pedramtavatoni";"21:55:11 19-12-2020";"@navideh_rahmani مرسی که هستید شما و همسرتون😊🍉🌹"
"223";"ramiin.rahmatii";"21:55:17 19-12-2020";"تو روزای سخت مهربون بودن سخته ولی پرستارها همیشه مهربونن"
"224";"ramiin.rahmatii";"21:55:23 19-12-2020";"روزمون مبارک"
"225";"pedramtavatoni";"21:55:46 19-12-2020";"@fateme_pishghadam مرسی فاطی که هستی🍉🌹"
"226";"farshid.9940";"21:55:46 19-12-2020";"مدافعین سلامت روزتون مبارک"
"227";"zeinab_b_d";"21:55:50 19-12-2020";"از خداوند براتون خواستار سلامتی هستم‌ .@nargess_bagherynejad_ ❤️❤️❤️"
"228";"m_soleimani_1964";"21:55:55 19-12-2020";"دردو بلاتون بخوره تو سره بعضی ها که توی بیمارستان گفتم روزتون مبارک"
"229";"rahil.gp6";"21:56:07 19-12-2020";"قدردانشون هستیم روزشون مبارک❤️"
"230";"somi.gh1988";"21:56:32 19-12-2020";"@homa___ghasemi روزت مبارک عشقم😍💖"
"231";"marzieh.h.s.n.i";"21:56:35 19-12-2020";"یه خسته نباشید گرم به همه پرستارای سرزمینم از جمله خودم😉 ایشالله که همیشه دلتون شاد و لبتون خنده باشه ....ایشاللله که کرونا هرجه زودتر بره و زندگی بهتری رو داشته باشیم ..."
"232";"darya.d.1991";"21:56:44 19-12-2020";"از شما سپاس گذاریم قهرمانان سلامت دست خدا به همراهتان ❤️❤️❤️💕💕🌷🌷"
"233";"ti_ti_1989";"21:56:54 19-12-2020";"من یه پرستارم و زندگیم و وقف کارم کردم خسته ایم ولی لبخند بر لب داریم تا بیماران روحیه بگیرند یکم بیشتر هوای ما را داشته باشید لطفا🙏🏻🙏🏻🙏🏻🙏🏻"
